Date	Time	IND	Latitude	Longitude	Trip
03/01/2010	10:29:30	E	3466054.542	9261260.64	3
03/01/2010	10:30:30	E	3466053.35	9261269.45	3
03/01/2010	10:31:30	E	3466042.158	9261278.26	3
03/01/2010	10:32:30	E	3466055	9261327.4	3
03/01/2010	10:33:30	E	3466052.917	9261327.29	3
03/01/2010	10:34:30	E	3466050.833	9261327.18	3
03/01/2010	10:35:30	E	3466042.75	9261367.08	3
03/01/2010	10:36:30	E	3466088	9261341	3
03/01/2010	10:37:30	E	3466080	9261370	3
03/01/2010	10:38:30	E	3466060.5	9261384	3
03/01/2010	10:39:30	E	3466101.5	9261407	3
03/01/2010	10:40:30	E	3466048	9261378	3
03/01/2010	10:41:30	E	3466069.458	9261404.58	3
03/01/2010	10:42:30	E	3466074.35	9261414	3
03/01/2010	10:43:30	E	3466094.242	9261413.92	3
03/01/2010	10:44:30	E	3466059.133	9261409.33	3
03/01/2010	10:45:30	E	3466073.608	9261409.71	3
03/01/2010	10:46:30	E	3466062.417	9261388.52	3
03/01/2010	10:47:30	E	3466071.225	9261367.33	3
03/01/2010	10:48:30	E	3466070.033	9261346.13	3
03/01/2010	10:49:30	E	3466058.842	9261324.94	3
03/01/2010	10:50:30	E	3466067.65	9261303.75	3
03/01/2010	10:51:30	E	3466066.458	9261282.56	3
03/01/2010	10:52:30	E	3466055.267	9261261.37	3
03/01/2010	10:53:30	E	3466054.075	9261250.18	3
03/01/2010	10:54:30	E	3466052.883	9261238.98	3
03/01/2010	10:55:30	E	3466051.692	9261227.79	3
03/01/2010	10:56:30	E	3466060.5	9261216.6	3
03/01/2010	10:57:30	E	3466064.583	9261258.16	3
03/01/2010	10:58:30	E	3466080	9261222	3
04/01/2010	10:59:30	F	3466080	9261222	4
04/01/2010	11:00:30	F	3466065.733	9261201.83	4
04/01/2010	11:01:30	F	3466074.542	9261210.64	4
04/01/2010	11:02:30	F	3466083.35	9261219.45	4
04/01/2010	11:03:30	F	3466092.158	9261228.26	4
04/01/2010	11:04:30	F	3466095	9261267.4	4
04/01/2010	11:05:30	F	3466092.917	9261257.29	4
04/01/2010	11:06:30	F	3466090.833	9261247.18	4
04/01/2010	11:07:30	F	3466092.75	9261277.08	4
04/01/2010	11:08:30	F	3466128	9261241	4
04/01/2010	11:09:30	F	3466120	9261260	4
04/01/2010	11:10:30	F	3466110.5	9261264	4
04/01/2010	11:11:30	F	3466141.5	9261277	4
04/01/2010	11:12:30	F	3466098	9261238	4
04/01/2010	11:13:30	F	3466119.458	9261254.58	4
04/01/2010	11:14:30	F	3466124.35	9261254	4
04/01/2010	11:15:30	F	3466134.242	9261253.92	4
04/01/2010	11:16:30	F	3466099.133	9261249.33	4
04/01/2010	11:17:30	F	3466113.608	9261249.71	4
04/01/2010	11:18:30	F	3466112.417	9261248.52	4
04/01/2010	11:19:30	F	3466111.225	9261247.33	4
04/01/2010	11:20:30	F	3466110.033	9261246.13	4
04/01/2010	11:21:30	F	3466098.842	9261234.94	4
04/01/2010	11:22:30	F	3466087.65	9261223.75	4
04/01/2010	11:23:30	F	3466076.458	9261212.56	4
04/01/2010	11:24:30	F	3466070.267	9261206.37	4
04/01/2010	11:25:30	F	3466080	9261222	4
05/01/2010	11:26:30	E	3466080	9261222	5
05/01/2010	11:27:30	E	3466054.75	9261218.38	5
05/01/2010	11:28:30	E	3466045.5	9261181.6	5
05/01/2010	11:29:30	E	3466035.975	9261172.08	5
05/01/2010	11:30:30	E	3466027.284	9261163.39	5
05/01/2010	11:31:30	E	3466018.592	9261154.7	5
05/01/2010	11:32:30	E	3466009.9	9261146	5
05/01/2010	11:33:30	E	3466001.209	9261137.31	5
05/01/2010	11:34:30	E	3465992.517	9261128.62	5
05/01/2010	11:35:30	E	3465983.825	9261119.93	5
05/01/2010	11:36:30	E	3465979.167	9261151.57	5
05/01/2010	11:37:30	E	3465969.584	9261133.96	5
05/01/2010	11:38:30	E	3465960	9261116.35	5
05/01/2010	11:39:30	E	3465954.417	9261138.75	5
05/01/2010	11:40:30	E	3465982.167	9261095.17	5
05/01/2010	11:41:30	E	3465966.667	9261106.67	5
05/01/2010	11:42:30	E	3465949.667	9261103.17	5
05/01/2010	11:43:30	E	3465973.167	9261108.67	5
05/01/2010	11:44:30	E	3465922.167	9261062.17	5
05/01/2010	11:45:30	E	3465943.625	9261078.75	5
05/01/2010	11:46:30	E	3465948.517	9261078.17	5
05/01/2010	11:47:30	E	3465958.409	9261078.09	5
05/01/2010	11:48:30	E	3465923.3	9261073.5	5
05/01/2010	11:49:30	E	3465937.775	9261073.88	5
05/01/2010	11:50:30	E	3465942.417	9261078.52	5
05/01/2010	11:51:30	E	3465951.225	9261087.33	5
05/01/2010	11:52:30	E	3465957.255	9261093.35	5
05/01/2010	11:53:30	E	3465963.981	9261100.08	5
05/01/2010	11:54:30	E	3465972.223	9261121.98	5
05/01/2010	11:55:30	E	3465977.43	9261113.53	5
05/01/2010	11:56:30	E	3465984.156	9261120.26	5
05/01/2010	11:57:30	E	3465990.881	9261126.99	5
05/01/2010	11:58:30	E	3465997.605	9261133.7	5
05/01/2010	11:59:30	E	3466004.331	9261140.43	5
05/01/2010	12:00:30	E	3466011.223	9261148.83	5
05/01/2010	12:01:30	E	3466020.055	9261176.63	5
05/01/2010	12:02:30	E	3466027.389	9261189.44	5
05/01/2010	12:03:30	E	3466035.223	9261207.25	5
05/01/2010	12:04:30	E	3466038.555	9261180.05	5
05/01/2010	12:05:30	E	3466046.847	9261202.45	5
05/01/2010	12:06:30	E	3466053.573	9261209.18	5
05/01/2010	12:07:30	E	3466080	9261222	5
06/01/2010	12:08:30	F	3466080	9261222	6
06/01/2010	12:09:30	F	3466073.748	9261229.35	6
06/01/2010	12:10:30	F	3466096.306	9261259.82	6
06/01/2010	12:11:30	F	3466117.567	9261283.72	6
06/01/2010	12:12:30	F	3466179.487	9261313.3	6
06/01/2010	12:13:30	F	3466192.157	9261337.96	6
06/01/2010	12:14:30	F	3466204.826	9261362.6	6
06/01/2010	12:15:30	F	3466257.495	9261391.26	6
06/01/2010	12:16:30	F	3466240.165	9261412.92	6
06/01/2010	12:17:30	F	3466260.056	9261413.83	6
06/01/2010	12:18:30	F	3466264.948	9261413.25	6
06/01/2010	12:19:30	F	3466262.942	9261400.92	6
06/01/2010	12:20:30	F	3466217.833	9261388.33	6
06/01/2010	12:21:30	F	3466221.043	9261377.88	6
06/01/2010	12:22:30	F	3466208.902	9261366.57	6
06/01/2010	12:23:30	F	3466196.761	9261355.25	6
06/01/2010	12:24:30	F	3466184.62	9261343.93	6
06/01/2010	12:25:30	F	3466172.48	9261332.62	6
06/01/2010	12:26:30	F	3466181.172	9261323.39	6
06/01/2010	12:27:30	F	3466160.115	9261311.18	6
06/01/2010	12:28:30	F	3466143.091	9261339.31	6
06/01/2010	12:29:30	F	3466161.142	9261322.19	6
06/01/2010	12:30:30	F	3466109.193	9261298.07	6
06/01/2010	12:31:30	F	3466121.244	9261319.94	6
06/01/2010	12:32:30	F	3466111.295	9261270.32	6
06/01/2010	12:33:30	F	3466112.346	9261281.2	6
06/01/2010	12:34:30	F	3466066.897	9261272.57	6
06/01/2010	12:35:30	F	3466076.083	9261273.91	6
06/01/2010	12:36:30	F	3466071.5	9261228.68	6
06/01/2010	12:37:30	F	3466071.875	9261233.04	6
06/01/2010	12:38:30	F	3466070.683	9261221.71	6
06/01/2010	12:39:30	F	3466080	9261222	6
07/01/2010	12:40:30	F	3466080	9261222	7
07/01/2010	12:41:30	F	3466067.108	9261189.68	7
07/01/2010	12:42:30	F	3466075.917	9261178.89	7
07/01/2010	12:43:30	F	3466078.725	9261168.09	7
07/01/2010	12:44:30	F	3466085.533	9261157.29	7
07/01/2010	12:45:30	F	3466091.342	9261146.5	7
07/01/2010	12:46:30	F	3466097.15	9261135.7	7
07/01/2010	12:47:30	F	3466102.958	9261124.91	7
07/01/2010	12:48:30	F	3466111.5	9261141.45	7
07/01/2010	12:49:30	F	3466114.575	9261103.32	7
07/01/2010	12:50:30	F	3466120.383	9261092.52	7
07/01/2010	12:51:30	F	3466119.192	9261091.33	7
07/01/2010	12:52:30	F	3466118	9261090.14	7
07/01/2010	12:53:30	F	3466116.808	9261088.95	7
07/01/2010	12:54:30	F	3466120	9261131.59	7
07/01/2010	12:55:30	F	3466100.425	9261098.55	7
07/01/2010	12:56:30	F	3466089.233	9261117.75	7
07/01/2010	12:57:30	F	3466075.375	9261131.35	7
07/01/2010	12:58:30	F	3466102.516	9261150.38	7
07/01/2010	12:59:30	F	3466080.408	9261164.49	7
07/01/2010	13:00:30	F	3466071	9261218.93	7
07/01/2010	13:01:30	F	3466080	9261222	7
08/01/2010	13:02:30	E	3466080	9261222	8
08/01/2010	13:03:30	E	3466049.333	9261262.31	8
08/01/2010	13:04:30	E	3466038.333	9261239	8
08/01/2010	13:05:30	E	3466024.556	9261280.26	8
08/01/2010	13:06:30	E	3465967.722	9261301.01	8
08/01/2010	13:07:30	E	3465960.972	9261331.72	8
08/01/2010	13:08:30	E	3465934.056	9261315.86	8
08/01/2010	13:09:30	E	3465912.097	9261349.58	8
08/01/2010	13:10:30	E	3465888.572	9261367.63	8
08/01/2010	13:11:30	E	3465865.048	9261385.69	8
08/01/2010	13:12:30	E	3465841.522	9261403.75	8
08/01/2010	13:13:30	E	3465840.33	9261402.56	8
08/01/2010	13:14:30	E	3465839.139	9261401.37	8
08/01/2010	13:15:30	E	3465837.947	9261400.18	8
08/01/2010	13:16:30	E	3465836.755	9261398.98	8
08/01/2010	13:17:30	E	3465835.564	9261397.79	8
08/01/2010	13:18:30	E	3465834.372	9261396.6	8
08/01/2010	13:19:30	E	3465833.18	9261395.41	8
08/01/2010	13:20:30	E	3465831.989	9261394.22	8
08/01/2010	13:21:30	E	3465830.797	9261393.03	8
08/01/2010	13:22:30	E	3465829.605	9261391.83	8
08/01/2010	13:23:30	E	3465828.414	9261390.64	8
08/01/2010	13:24:30	E	3465842	9261376.95	8
08/01/2010	13:25:30	E	3465860.861	9261416.01	8
08/01/2010	13:26:30	E	3465869.173	9261349.58	8
08/01/2010	13:27:30	E	3465882.758	9261335.89	8
08/01/2010	13:28:30	E	3465896.344	9261322.19	8
08/01/2010	13:29:30	E	3465909.931	9261308.51	8
08/01/2010	13:30:30	E	3465965.183	9261298.85	8
08/01/2010	13:31:30	E	3465971.186	9261284.28	8
08/01/2010	13:32:30	E	3465981.222	9261310.03	8
08/01/2010	13:33:30	E	3466026.333	9261290.53	8
08/01/2010	13:34:30	E	3466001.444	9261264.04	8
08/01/2010	13:35:30	E	3466040.556	9261283.54	8
08/01/2010	13:36:30	E	3466057.667	9261231.54	8
08/01/2010	13:37:30	E	3466085.778	9261240.05	8
08/01/2010	13:38:30	E	3466067.389	9261229.05	8
08/01/2010	13:39:30	E	3466080	9261222	8
21/01/2010	13:40:30	F	3466080	9261222	9
21/01/2010	13:41:30	F	3466084.931	9261215.83	9
21/01/2010	13:42:30	F	3466088.35	9261216.13	9
21/01/2010	13:43:30	F	3466097.399	9261216.77	9
21/01/2010	13:44:30	F	3466105.041	9261217.33	9
21/01/2010	13:45:30	F	3466112.682	9261217.89	9
21/01/2010	13:46:30	F	3466120.324	9261218.45	9
21/01/2010	13:47:30	F	3466127.966	9261219.01	9
21/01/2010	13:48:30	F	3466135.607	9261219.56	9
21/01/2010	13:49:30	F	3466143.249	9261220.12	9
21/01/2010	13:50:30	F	3466150.891	9261220.68	9
21/01/2010	13:51:30	F	3466158.532	9261221.24	9
21/01/2010	13:52:30	F	3466166.174	9261221.8	9
21/01/2010	13:53:30	F	3466173.816	9261222.36	9
21/01/2010	13:54:30	F	3466181.457	9261222.91	9
21/01/2010	13:55:30	F	3466192.157	9261254.06	9
21/01/2010	13:56:30	F	3466196.741	9261224.03	9
21/01/2010	13:57:30	F	3466204.382	9261224.59	9
21/01/2010	13:58:30	F	3466212.024	9261223.4	9
21/01/2010	13:59:30	F	3466210.832	9261222.21	9
21/01/2010	14:00:30	F	3466209.64	9261221.01	9
21/01/2010	14:01:30	F	3466208.449	9261219.82	9
21/01/2010	14:02:30	F	3466239.183	9261219.83	9
21/01/2010	14:03:30	F	3466220.668	9261214.92	9
21/01/2010	14:04:30	F	3466206.185	9261250.33	9
21/01/2010	14:05:30	F	3466226.778	9261240.5	9
21/01/2010	14:06:30	F	3466177.37	9261223.67	9
21/01/2010	14:07:30	F	3466191.963	9261252.83	9
21/01/2010	14:08:30	F	3466184.556	9261210.5	9
21/01/2010	14:09:30	F	3466188.148	9261228.67	9
21/01/2010	14:10:30	F	3466145.241	9261227.33	9
21/01/2010	14:11:30	F	3466152.416	9261235.96	9
21/01/2010	14:12:30	F	3466139.426	9261200.8	9
21/01/2010	14:13:30	F	3466131.393	9261215.23	9
21/01/2010	14:14:30	F	3466121.794	9261213.98	9
21/01/2010	14:15:30	F	3466112.196	9261212.74	9
21/01/2010	14:16:30	F	3466102.596	9261211.5	9
21/01/2010	14:17:30	F	3466092.997	9261210.26	9
21/01/2010	14:18:30	F	3466082.481	9261199.85	9
21/01/2010	14:19:30	F	3466074.991	9261219.69	9
21/01/2010	14:20:30	F	3466080	9261222	9
09/01/2010	14:21:30	E	3466080	9261222	10
09/01/2010	14:22:30	E	3466052.926	9261210.53	10
09/01/2010	14:23:30	E	3466045.56	9261233.29	10
09/01/2010	14:24:30	E	3466036.627	9261240.39	10
09/01/2010	14:25:30	E	3466027.694	9261247.49	10
09/01/2010	14:26:30	E	3466018.762	9261254.59	10
09/01/2010	14:27:30	E	3466009.83	9261261.69	10
09/01/2010	14:28:30	E	3466000.897	9261268.78	10
09/01/2010	14:29:30	E	3465991.965	9261275.88	10
09/01/2010	14:30:30	E	3465983.032	9261282.98	10
09/01/2010	14:31:30	E	3465974.099	9261290.08	10
09/01/2010	14:32:30	E	3465965.167	9261246.5	10
09/01/2010	14:33:30	E	3465956.234	9261246.53	10
09/01/2010	14:34:30	E	3465987.635	9261283.99	10
09/01/2010	14:35:30	E	3465969.785	9261286.9	10
09/01/2010	14:36:30	E	3465951.936	9261289.81	10
09/01/2010	14:37:30	E	3465978.145	9261337.3	10
09/01/2010	14:38:30	E	3465926.237	9261296.63	10
09/01/2010	14:39:30	E	3465938.389	9261302.54	10
09/01/2010	14:40:30	E	3465935.54	9261306.95	10
09/01/2010	14:41:30	E	3465937.69	9261311.86	10
09/01/2010	14:42:30	E	3465894.841	9261312.27	10
09/01/2010	14:43:30	E	3465901.575	9261317.64	10
09/01/2010	14:44:30	E	3465892.642	9261321.44	10
09/01/2010	14:45:30	E	3465889.635	9261369.24	10
09/01/2010	14:46:30	E	3465878.81	9261338.87	10
09/01/2010	14:47:30	E	3465868.986	9261318.52	10
09/01/2010	14:59:30	E	3465866.903	9261305.92	10
09/01/2010	15:00:30	E	3465876.56	9261334.87	10
09/01/2010	15:01:30	E	3465879.218	9261289.19	10
09/01/2010	15:02:30	E	3465887.876	9261303.52	10
09/01/2010	15:03:30	E	3465895.033	9261302.84	10
09/01/2010	15:04:30	E	3465902.691	9261307.17	10
09/01/2010	15:05:30	E	3465905.849	9261266.49	10
09/01/2010	15:06:30	E	3465913.965	9261275.39	10
09/01/2010	15:07:30	E	3465920.514	9261268.63	10
09/01/2010	15:08:30	E	3465927.062	9261261.87	10
09/01/2010	15:09:30	E	3465933.612	9261255.12	10
09/01/2010	15:10:30	E	3465940.161	9261248.36	10
09/01/2010	15:11:30	E	3465946.71	9261241.59	10
09/01/2010	15:12:30	E	3465953.26	9261234.83	10
09/01/2010	15:13:30	E	3465959.809	9261228.07	10
09/01/2010	15:14:30	E	3465966.358	9261221.31	10
09/01/2010	15:15:30	E	3465970.317	9261214.56	10
09/01/2010	15:16:30	E	3465979.457	9261210.73	10
09/01/2010	15:17:30	E	3466031	9261238.26	10
09/01/2010	15:18:30	E	3466028.269	9261206.21	10
09/01/2010	15:19:30	E	3466033.05	9261201.49	10
09/01/2010	15:20:30	E	3466077.831	9261201.42	10
09/01/2010	15:21:30	E	3466080	9261222	10
17/01/2010	15:49:30	F	3466080	9261222	11
17/01/2010	15:50:30	F	3466077	9261220.5	11
17/01/2010	15:51:30	F	3466072.508	9261196.58	11
17/01/2010	15:52:30	F	3466027.4	9261192	11
17/01/2010	15:53:30	F	3466035.583	9261234.46	11
17/01/2010	15:54:30	F	3466020.683	9261201.18	11
17/01/2010	15:55:30	F	3466009.492	9261204.99	11
17/01/2010	15:56:30	F	3466002.333	9261249.13	11
17/01/2010	15:57:30	F	3465990.25	9261244.03	11
17/01/2010	15:58:30	F	3465978.167	9261238.92	11
17/01/2010	15:59:30	F	3465970.083	9261273.81	11
17/01/2010	16:00:30	F	3465955	9261238.7	11
17/01/2010	16:01:30	F	3465945.917	9261263.59	11
17/01/2010	16:02:30	F	3465935.333	9261273.48	11
17/01/2010	16:03:30	F	3465925.25	9261288.38	11
17/01/2010	16:04:30	F	3465910.667	9261258.27	11
17/01/2010	16:05:30	F	3465901.042	9261277.74	11
17/01/2010	16:06:30	F	3465889.85	9261281.55	11
17/01/2010	16:07:30	F	3465878.658	9261285.36	11
17/01/2010	16:08:30	F	3465885.3	9261278.95	11
17/01/2010	16:09:30	F	3465894.108	9261267.76	11
17/01/2010	16:10:30	F	3465902.917	9261259.9	11
17/01/2010	16:11:30	F	3465911.725	9261251.21	11
17/01/2010	16:12:30	F	3465920.533	9261242.51	11
17/01/2010	16:13:30	F	3465929.342	9261233.82	11
17/01/2010	16:14:30	F	3465978.483	9261229.16	11
17/01/2010	16:15:30	F	3465978.375	9261219.58	11
17/01/2010	16:16:30	F	3465978.267	9261210	11
17/01/2010	16:17:30	F	3466020.5	9261227.83	11
17/01/2010	16:18:30	F	3465988.05	9261198.5	11
17/01/2010	16:19:30	F	3466017.942	9261199.42	11
17/01/2010	16:20:30	F	3466032.833	9261198.83	11
17/01/2010	16:21:30	F	3466058	9261251.5	11
17/01/2010	16:22:30	F	3466027.617	9261194.17	11
17/01/2010	16:23:30	F	3466052.092	9261194.54	11
17/01/2010	16:24:30	F	3466060.9	9261193.35	11
17/01/2010	16:25:30	F	3466080	9261222	11
10/01/2010	16:26:30	F	3466080	9261222	12
10/01/2010	16:27:30	F	3466087.325	9261191.78	12
10/01/2010	16:28:30	F	3466100.167	9261230.92	12
10/01/2010	16:29:30	F	3466114.75	9261222.14	12
10/01/2010	16:30:30	F	3466127.667	9261213.03	12
10/01/2010	16:31:30	F	3466144.584	9261243.92	12
10/01/2010	16:32:30	F	3466154.5	9261204.81	12
10/01/2010	16:33:30	F	3466170.417	9261225.71	12
10/01/2010	16:34:30	F	3466184.834	9261231.6	12
10/01/2010	16:35:30	F	3466199.75	9261242.49	12
10/01/2010	16:36:30	F	3466210.167	9261208.38	12
10/01/2010	16:37:30	F	3466225.542	9261223.86	12
10/01/2010	16:38:30	F	3466241	9261240.16	12
10/01/2010	16:39:30	F	3466253.159	9261223.47	12
10/01/2010	16:40:30	F	3466266.967	9261223.28	12
10/01/2010	16:41:30	F	3466280.775	9261223.09	12
10/01/2010	16:42:30	F	3466294.584	9261222.9	12
10/01/2010	16:43:30	F	3466308.392	9261222.71	12
10/01/2010	16:44:30	F	3466322.2	9261222.51	12
10/01/2010	16:45:30	F	3466336.009	9261222.32	12
10/01/2010	16:46:30	F	3466390.15	9261226.16	12
10/01/2010	16:47:30	F	3466395.042	9261225.08	12
10/01/2010	16:48:30	F	3466399.934	9261224	12
10/01/2010	16:49:30	F	3466444.825	9261226.91	12
10/01/2010	16:50:30	F	3466419.717	9261222.83	12
10/01/2010	16:51:30	F	3466442.667	9261254.33	12
10/01/2010	16:52:30	F	3466444.5	9261223.16	12
10/01/2010	16:53:30	F	3466454.392	9261223.08	12
10/01/2010	16:54:30	F	3466419.284	9261218.5	12
10/01/2010	16:55:30	F	3466433.759	9261218.87	12
10/01/2010	16:56:30	F	3466432.567	9261217.68	12
10/01/2010	16:57:30	F	3466431.375	9261216.49	12
10/01/2010	16:58:30	F	3466383.517	9261212.97	12
10/01/2010	16:59:30	F	3466335.658	9261209.45	12
10/01/2010	17:00:30	F	3466291.834	9261246.25	12
10/01/2010	17:01:30	F	3466243.083	9261233.81	12
10/01/2010	17:02:30	F	3466194.333	9261221.37	12
10/01/2010	17:03:30	F	3466149.584	9261248.92	12
10/01/2010	17:04:30	F	3466097.833	9261206.48	12
10/01/2010	17:05:30	F	3466080	9261222	12
15/01/2010	17:06:30	E	3466080	9261222	13
15/01/2010	17:07:30	E	3466048.083	9261234.16	13
15/01/2010	17:08:30	E	3466028.5	9261200.05	13
15/01/2010	17:09:30	E	3466013.875	9261215.53	13
15/01/2010	17:10:30	E	3465997.683	9261215.33	13
15/01/2010	17:11:30	E	3465981.492	9261215.14	13
15/01/2010	17:12:30	E	3465980.3	9261213.95	13
15/01/2010	17:13:30	E	3465979.108	9261212.76	13
15/01/2010	17:14:30	E	3465977.917	9261211.57	13
15/01/2010	17:15:30	E	3465976.725	9261210.38	13
15/01/2010	17:16:30	E	3465975.533	9261209.18	13
15/01/2010	17:17:30	E	3465974.342	9261207.99	13
15/01/2010	17:18:30	E	3466015	9261226	13
15/01/2010	17:19:30	E	3466003.375	9261208.75	13
15/01/2010	17:20:30	E	3465993.267	9261206.67	13
15/01/2010	17:21:30	E	3466023.158	9261208.58	13
15/01/2010	17:22:30	E	3465983.05	9261203.5	13
15/01/2010	17:23:30	E	3466003.917	9261214.17	13
15/01/2010	17:24:30	E	3466008.808	9261213.58	13
15/01/2010	17:25:30	E	3466018.7	9261213.5	13
15/01/2010	17:26:30	E	3465983.592	9261208.92	13
15/01/2010	17:27:30	E	3465998.067	9261209.29	13
15/01/2010	17:28:30	E	3465996.875	9261208.1	13
15/01/2010	17:29:30	E	3465995.683	9261206.91	13
15/01/2010	17:30:30	E	3465996.833	9261229.13	13
15/01/2010	17:31:30	E	3465993.3	9261204.53	13
15/01/2010	17:32:30	E	3465992.108	9261203.33	13
15/01/2010	17:33:30	E	3465995.917	9261201.14	13
15/01/2010	17:34:30	E	3466005	9261251.7	13
15/01/2010	17:35:30	E	3466003.533	9261196.76	13
15/01/2010	17:36:30	E	3466007.342	9261194.57	13
15/01/2010	17:37:30	E	3466011.15	9261192.38	13
15/01/2010	17:38:30	E	3466014.958	9261190.18	13
15/01/2010	17:39:30	E	3466018.767	9261187.99	13
15/01/2010	17:40:30	E	3466022.575	9261185.8	13
15/01/2010	17:41:30	E	3466030.417	9261223.94	13
15/01/2010	17:42:30	E	3466033.333	9261212.83	13
15/01/2010	17:43:30	E	3466036.25	9261203.73	13
15/01/2010	17:44:30	E	3466043.167	9261234.62	13
15/01/2010	17:45:30	E	3466043.083	9261195.51	13
15/01/2010	17:46:30	E	3466049	9261216.4	13
15/01/2010	17:47:30	E	3466080	9261222	13
16/01/2010	17:48:30	E	3466080	9261222	14
16/01/2010	17:49:30	E	3466108	9261190	14
16/01/2010	17:50:30	E	3466104.458	9261191.58	14
16/01/2010	17:51:30	E	3466101	9261194	14
16/01/2010	17:52:30	E	3466109.242	9261164.92	14
16/01/2010	17:53:30	E	3466116.633	9261152.08	14
16/01/2010	17:54:30	E	3466094.025	9261136.25	14
16/01/2010	17:55:30	E	3466121.417	9261125.42	14
16/01/2010	17:56:30	E	3466122.975	9261112	14
16/01/2010	17:57:30	E	3466127.367	9261098.87	14
16/01/2010	17:58:30	E	3466131.758	9261085.73	14
16/01/2010	17:59:30	E	3466136.15	9261072.6	14
16/01/2010	18:00:30	E	3466140.542	9261059.47	14
16/01/2010	18:01:30	E	3466144.933	9261046.33	14
16/01/2010	18:02:30	E	3466149.325	9261033.2	14
16/01/2010	18:03:30	E	3466153.717	9261020.07	14
16/01/2010	18:04:30	E	3466161.167	9261037.52	14
16/01/2010	18:05:30	E	3466157.5	9261005.8	14
16/01/2010	18:06:30	E	3466156.892	9261004.67	14
16/01/2010	18:07:30	E	3466156.283	9261003.53	14
16/01/2010	18:08:30	E	3466155.675	9261002.4	14
16/01/2010	18:09:30	E	3466155.067	9261001.27	14
16/01/2010	18:10:30	E	3466154.458	9261000.13	14
16/01/2010	18:11:30	E	3466153.85	9260999	14
16/01/2010	18:12:30	E	3466153.242	9260997.87	14
16/01/2010	18:13:30	E	3466156.667	9261037.07	14
16/01/2010	18:14:30	E	3466155.167	9261027.02	14
16/01/2010	18:15:30	E	3466153.667	9261016.97	14
16/01/2010	18:16:30	E	3466149.167	9261061.92	14
16/01/2010	18:17:30	E	3466137.667	9261036.87	14
16/01/2010	18:18:30	E	3466132.167	9261071.82	14
